There was once a farmer and his wife.[anki:play:q:0]	Existia/Havia/Tinha uma vez (era uma vez) um fazendeiro e sua esposa.
then his head will be cut off.”[anki:play:q:0]	então sua cabeça será cortada.”
The King's daughter was very beautiful,[anki:play:q:0]	A filha do Rei era muito bonita,
and many young men in The Kingdom[anki:play:q:0]	e muitos jovens rapazes no Reino
were willing to do anything to win her.[anki:play:q:0]	estavam dispostos a fazer qualquer coisa para ganhá-la.
But none of them wanted to lose his head,[anki:play:q:0]	Mas nenhum deles queria perder a cabeça,
and so only a few tried for the prize.[anki:play:q:0]	e então apenas alguns se arriscaram pelo prêmio.
One young man invented a story that lasted three months;[anki:play:q:0]	Um jovem rapaz inventou uma história que durou três meses;
but after that, he could think of nothing more.[anki:play:q:0]	mas depois disso, ele não conseguiu pensar em mais nada.
His fate was a warning to others,[anki:play:q:0]	Seu destino foi um alerta aos outros,
and it was a long time before another storyteller[anki:play:q:0]	e levou muito tempo antes que outro contador de histórias
was daring enough to take the King's challenge.[anki:play:q:0]	fosse ousado o suficiente para aceitar o desafio do Rei.
One day a Stranger from the South came to The Palace.[anki:play:q:0]	Um dia um Estranho do Sul veio ao Palácio.
"""Great king,"" he said,[anki:play:q:0]"	"""Grande rei,"" ele disse,"
"""is it true that you offer a prize""[anki:play:q:0]"	"""é verdade que você oferece um prêmio"""
"""to the man who can tell a story that has no end?""[anki:play:q:0]"	"""ao homem que conseguir contar uma história que não tem fim?"""
"""It is true,"" said The King.[anki:play:q:0]"	"""É verdade,"" disse o Rei.`"
"""And will this man have your daughter for his wife,""[anki:play:q:0]"	"""E irá este homem ter sua filha como esposa,"""
"""and will he be your heir?""[anki:play:q:0]"	"""e será ele (irá ele ser) seu herdeiro?"""
"""Yes, if he succeeds,"" said The King,[anki:play:q:0]"	"""Sim, se ele for bem-sucedido,"" disse o Rei,"
"""but if he fails, he will lose his head.""[anki:play:q:0]"	"""mas se ele falhar, ele vai perder sua cabeça."""
"""Very well, then,"" said the Stranger.[anki:play:q:0]"	"""Muito bem, então,"" disse o Estranho."
"""I have a pleasant story about locusts.""[anki:play:q:0]"	"""Eu tenho uma agradável história sobre gafanhotos."""
"""Tell it,"" said The King.[anki:play:q:0]"	"""Conte-a,"" disse o Rei."
"""I will listen to you.""[anki:play:q:0]"	"""Eu vou te escutar."""
The storyteller began his story.[anki:play:q:0]	O contador de histórias começou sua história.
“Once upon a time a certain king seized all the corn in his country,[anki:play:q:0]	“Uma vez (era uma vez) um certo rei confiscou todo o milho de seu país,
and stored it in a strong granary,[anki:play:q:0]	e guardou-o em um forte celeiro,
but a swarm of locusts came over the land[anki:play:q:0]	mas um enxame de gafanhotos invadiu a terra
and saw where the grains were stored.[anki:play:q:0]	e viu onde os grãos estavam guardados.
After searching for many days,[anki:play:q:0]	Depois de procurar por muitos dias,
the locusts found a small crack on the east side of the granary,[anki:play:q:0]	os gafanhotos encontraram uma pequena rachadura no lado leste do celeiro,
but the opening was just large enough for one locust at a time to pass through.[anki:play:q:0]	mas a abertura era apenas grande o bastante para um gafanhoto de cada vez passar.
So, one locust went in[anki:play:q:0]	Então, um gafanhoto entrou
and carried away a grain of corn;[anki:play:q:0]	e levou um grão de milho;
then another locust went in[anki:play:q:0]	então outro gafanhoto entrou
and carried away a grain of corn;[anki:play:q:0]	e levou um grão de milho;
then another locust went in[anki:play:q:0]	então outro gafanhoto entrou
and carried away a grain of corn.”[anki:play:q:0]	e levou um grão de milho.”
Day after day, week after week,[anki:play:q:0]	Dia após dia, semana após semana,
the Stranger kept on saying,[anki:play:q:0]	o Estranho continuava dizendo,
“Then another locust went in and carried away a grain of corn.”[anki:play:q:0]	“Então outro gafanhoto entrou e levou um grão de milho.”
A month passed. A year passed.[anki:play:q:0]	Um mês se passou. Um ano se passou.
After two years, The King asked,[anki:play:q:0]	Depois de dois anos, o Rei perguntou,
“How much longer will the locusts be going in[anki:play:q:0]	“Por quanto tempo mais os gafanhotos vão entrar
"and carrying away corn?""[anki:play:q:0]"	e levar milho?”
"""Oh, King!"" said the Stranger,[anki:play:q:0]"	“Ó, Rei!” disse o Estranho,
“the locusts have only cleared a few inches,[anki:play:q:0]	“os gafanhotos removeram/liberaram apenas algumas polegadas,
"and there are thousands of inches in the granary.""[anki:play:q:0]"	e há milhares de polegadas no celeiro.”
“Man, man!” cried The King,[anki:play:q:0]	“Cara, cara!” gritou o Rei,
“You will drive me mad.[anki:play:q:0]	“Você vai me enlouquecer.
I can listen to it no longer.[anki:play:q:0]	Eu não posso mais escutar isso.
Take my daughter, be my heir, and rule my Kingdom,[anki:play:q:0]	Leve minha filha, seja meu herdeiro e reine sobre meu Reino,
but do not let me hear another word[anki:play:q:0]	mas não me deixe ouvir outra palavra
"about those incessant locusts!""[anki:play:q:0]"	sobre aqueles gafanhotos intermináveis!”
So, the Stranger married The King's daughter[anki:play:q:0]	Então, o Estranho se casou com a filha do Rei
and lived happily in the land for many years;[anki:play:q:0]	e viveu feliz naquela terra por muitos anos;
however, his father-in-law, The King,[anki:play:q:0]	no entanto, seu sogro, o Rei,
did not care to listen to any more stories.[anki:play:q:0]	não queria mais ouvir quaisquer outras histórias.
Once upon a time there lived a poor widow and her son Jack.[anki:play:q:0]	Há muito tempo existia uma pobre viúva e seu filho Jack.
One day, Jack’s mother told him to sell their only cow.[anki:play:q:0]	Um dia, a mãe do Jack falou para ele vender a única vaca deles.
Jack went to the market and on the way[anki:play:q:0]	Jack foi ao mercado e no caminho
he met a man who wanted to buy his cow.[anki:play:q:0]	ele encontrou um homem que queria comprar sua vaca.
"Jack asked, ""What will you give me in return for my cow?""[anki:play:q:0]"	"Jack perguntou: ""O que você vai me dar em troca da minha vaca?""."
"The man answered, ""I will give you five magic beans!""[anki:play:q:0]"	"O homem respondeu: ""Eu vou dar a você cinco feijões mágicos!""."
Jack took the magic beans[anki:play:q:0]	Jack pegou os feijões mágicos
and gave the man the cow.[anki:play:q:0]	e deu ao homem a vaca.
But when he reached home,[anki:play:q:0]	Mas quando ele chegou em casa,
Jack’s mother was very angry.[anki:play:q:0]	a mãe do Jack estava muito zangada.
"She said, ""You fool! He took away your cow""[anki:play:q:0]"	"Ela disse: ""Seu tolo! Ele levou embora sua vaca"""
"""and gave you some beans!""[anki:play:q:0]"	"""e deu a você alguns feijões!""."
She threw the beans out of the window.[anki:play:q:0]	Ela jogou os feijões pela janela.
Jack was very sad and went to sleep without dinner.[anki:play:q:0]	Jack estava muito triste e foi dormir sem jantar.
The next day, when Jack woke up in the morning[anki:play:q:0]	No dia seguinte, quando Jack acordou de manhã
and looked out of the window,[anki:play:q:0]	e olhou pela janela,
he saw that a huge beanstalk had grown from his magic beans![anki:play:q:0]	ele viu que um enorme pé de feijão tinha crescido de seus feijões mágicos!
He climbed up the beanstalk[anki:play:q:0]	Ele escalou o pé de feijão
and reached a kingdom in the sky.[anki:play:q:0]	e chegou a um reino no céu.
There lived a giant and his wife.[anki:play:q:0]	Lá viviam um gigante e sua esposa.
Jack went inside the house[anki:play:q:0]	Jack foi para dentro da casa
and found the giant’s wife in the kitchen.[anki:play:q:0]	e encontrou a esposa do gigante na cozinha.
"Jack said, ""Could you please give me something to eat?""[anki:play:q:0]"	"Jack disse: ""Você poderia, por favor, me dar algo para comer?"""
"""I am so hungry!""[anki:play:q:0]"	"""Eu estou tão faminto!""."
The kind wife gave him bread and some milk.[anki:play:q:0]	A gentil esposa deu a ele pão e um pouco de leite.
While he was eating, the giant came home.[anki:play:q:0]	Enquanto ele estava comendo, o gigante chegou em casa.
The giant was very big and looked very fearsome.[anki:play:q:0]	O gigante era muito grande e parecia muito assustador.
Jack was terrified and went and hid inside.[anki:play:q:0]	Jack estava apavorado e foi e se escondeu lá dentro.
"The giant cried, ""Fee-fi-fo-fum, I smell the blood of a boy.""[anki:play:q:0]"	"O gigante gritou: ""Fi-fi-fo-fum, eu sinto o cheiro do sangue de um menino."""
"""Dead or alive, I’ll grind his bones to make my bread!"",[anki:play:q:0]"	"""Vivo ou morto, eu vou moer os ossos dele para fazer meu pão!"","
"but the wife said, ""There is no boy in here!""[anki:play:q:0]"	"mas a mulher disse: ""Não tem nenhum menino aqui dentro!""."
So, the giant ate his food and then went to his room.[anki:play:q:0]	Então, o gigante comeu sua comida e depois foi para seu quarto.
He took out his sacks of gold coins,[anki:play:q:0]	Ele pegou seus sacos de moedas de ouro,
counted them and kept them aside.[anki:play:q:0]	contou-os e os guardou (para usar depois).
Then he went to sleep.[anki:play:q:0]	Depois ele foi dormir.
In the night, Jack crept out of his hiding place,[anki:play:q:0]	À noite, Jack saiu de fininho de seu esconderijo,
took one sack of gold coins[anki:play:q:0]	pegou um saco de moedas de ouro
and climbed down the beanstalk.[anki:play:q:0]	e desceu pelo pé de feijão.
At home, he gave the coins to his mother.[anki:play:q:0]	Em casa, ele deu as moedas para sua mãe.
His mother was very happy and they lived well for sometime.[anki:play:q:0]	A mãe dele estava muito feliz e eles viveram bem por um tempo.
A few days later, Jack once again climbed the beanstalk[anki:play:q:0]	Poucos dias mais tarde, Jack mais uma vez escalou o pé de feijão
and went to the giant’s house.[anki:play:q:0]	e foi para a casa do gigante.
Jack asked the giant’s wife for food,[anki:play:q:0]	Jack pediu comida à esposa do gigante
but while he was eating the giant returned.[anki:play:q:0]	mas enquanto ele estava comendo o gigante retornou.
Jack then hid under the bed.[anki:play:q:0]	Jack então escondeu-se embaixo da cama.
"The giant cried, ""Fee-fi-fo-fum, I smell the blood of a boy.""[anki:play:q:0]"	"O gigante gritou: ""Fi-fi-fo-fum, eu sinto o cheiro de sangue de um menino."""
"""Dead or alive, I’ll grind his bones to make my bread!""[anki:play:q:0]"	"""Vivo ou morto, eu vou moer os ossos dele para fazer meu pão!""."
"The wife again said, ""There is no boy in here!""[anki:play:q:0]"	"A esposa novamente disse: ""Não tem menino aqui dentro!""."
The giant ate his food and went to his room.[anki:play:q:0]	O gigante comeu sua comida e foi para seu quarto.
There, he took out a hen.[anki:play:q:0]	Lá, ele pegou uma galinha.
"He shouted, ""Lay!""[anki:play:q:0]"	"Ele berrou: ""Bote!"""
and the hen laid a golden egg.[anki:play:q:0]	e a galinha botou um ovo de ouro.
When the giant fell asleep,[anki:play:q:0]	Quando o gigante adormeceu,
Jack took the hen and climbed down the beanstalk.[anki:play:q:0]	Jack pegou a galinha e desceu pelo pé de feijão.
Jack’s mother was very happy with him.[anki:play:q:0]	A mãe do Jack estava muito feliz/satisfeita com ele.
After some days, Jack once again climbed the beanstalk[anki:play:q:0]	Depois de alguns dias, Jack mais uma vez escalou o pé de feijão
and went to the giant’s castle.[anki:play:q:0]	e foi para o castelo do gigante.
For the third time, Jack met the giant’s wife and asked for some food.[anki:play:q:0]	Pela terceira vez, Jack encontrou a esposa do gigante e pediu um pouco de comida.
Once again, the giant’s wife gave him bread and milk.[anki:play:q:0]	Mais uma vez, a esposa do gigante deu a ele pão e leite.
But while Jack was eating, the giant came home.[anki:play:q:0]	Mas enquanto Jack estava comendo, o gigante chegou em casa.
"""Fee-fi-fo-fum, I smell the blood of a boy.""[anki:play:q:0]"	"""Fi-fi-fo-fum, eu sinto o cheiro do sangue de um menino."""
"""Dead or alive, I’ll grind his bones to make my bread!"" cried the giant.[anki:play:q:0]"	"""Vivo ou morto, eu vou moer os ossos dele para fazer meu pão!"", gritou o gigante."
"""Don’t be silly! There is no boy in here!"" said his wife.[anki:play:q:0]"	"""Não seja bobo! Não tem menino aqui!"", disse sua esposa."
The giant had a magical harp[anki:play:q:0]	O gigante tinha uma harpa mágica
that could play beautiful songs.[anki:play:q:0]	que podia tocar belas canções.
While the giant slept,[anki:play:q:0]	Enquanto o gigante dormia,
Jack took the harp and was about to leave.[anki:play:q:0]	Jack pegou a harpa e estava prestes a partir.
Suddenly, the magic harp cried,[anki:play:q:0]	De repente, a harpa mágica gritou,
"""Help master! A boy is stealing me!""[anki:play:q:0]"	"""Ajude-me, mestre! Um menino está me roubando!"""
The giant woke up and saw Jack with the harp.[anki:play:q:0]	O gigante acordou e viu Jack com a harpa.
Furious, he ran after Jack.[anki:play:q:0]	Furioso, ele correu atrás do Jack.
But Jack was too fast for him.[anki:play:q:0]	Mas Jack era muito rápido para ele.
He ran down the beanstalk and reached home.[anki:play:q:0]	Ele desceu correndo pelo pé de feijão e chegou em casa.
The giant followed him down.[anki:play:q:0]	O gigante seguiu ele (para baixo).
Jack quickly ran inside his house and fetched an axe.[anki:play:q:0]	Jack rapidamente correu para dentro de sua casa e buscou/pegou um machado.
He began to chop the beanstalk.[anki:play:q:0]	Ele começou a cortar o pé de feijão.
The giant fell and died.[anki:play:q:0]	O gigante caiu e morreu.
Jack and his mother were now very rich[anki:play:q:0]	Jack e sua mãe eram agora muito ricos
and they lived happily ever after.[anki:play:q:0]	e eles viveram felizes para sempre.
The underground paths housing the Minotaur beneath the isle of Crete[anki:play:q:0]	Os caminhos subterrâneos que abrigam o Minotauro abaixo da Ilha de Creta
were created by the dangerous and intelligent mind of Daedalus,[anki:play:q:0]	foram criados pela perigosa e inteligente mente de Dédalo,
an artist of design and construction.[anki:play:q:0]	um artista do design e da construção.
Daedalus was so brilliant that King Minos of Crete kept him as a prisoner.[anki:play:q:0]	Dédalo era tão brilhante que o rei Minos de Creta o mantinha como um prisioneiro.
Daedalus lived with his son Icarus in a tower of the palace,[anki:play:q:0]	Dédalo vivia com seu filho Ícaro em uma torre do palácio,
and King Minos made him build tremendous weapons of war.[anki:play:q:0]	e o rei Minos o fez construir tremendas armas de guerra.
Although Daedalus and Icarus had a very comfortable life in the tower of the palace,[anki:play:q:0]	Embora Dédalo e Ícaro tivessem uma vida muito confortável na torre do palácio,
the father wished to return home to Athens.[anki:play:q:0]	o pai desejava retornar para casa em Atenas.
His son hardly remembered Athens,[anki:play:q:0]	Seu filho mal se lembrava de Atenas,
but he dreamed of running and playing in the open.[anki:play:q:0]	mas ele sonhava em correr e brincar ao ar livre.
Daedalus looked at the waves of the Mediterranean Sea,[anki:play:q:0]	Dédalo olhou para as ondas do Mar Mediterrâneo,
and realized that[anki:play:q:0]	e percebeu que
even if they could manage to escape from the tower and find a little boat,[anki:play:q:0]	mesmo se eles conseguissem dar um jeito de escapar da torre e encontrar um pequeno barco,
they wouldn’t get very far[anki:play:q:0]	eles não chegariam muito longe
before they were caught by one of the ships of King Minos’ navy.[anki:play:q:0]	antes que eles fossem pegos por um dos navios da marinha do rei Minos.
He thought for a long time about the best way to escape,[anki:play:q:0]	Ele pensou por um longo tempo sobre a melhor forma de escapar,
and finally, he came up with a plan.[anki:play:q:0]	e, finalmente, ele inventou um plano.
He told King Minos that he needed feathers and wax for a new project.[anki:play:q:0]	Ele disse ao rei Minos que ele precisava de penas e cera para um novo projeto.
After Daedalus received the feathers,[anki:play:q:0]	Depois que Dédalo recebeu as penas,
he took them to the roof of the tower,[anki:play:q:0]	ele as levou para o telhado da torre,
and placed the feathers into four lines.[anki:play:q:0]	e colocou as penas em quatro linhas.
He organized the feathers from shortest to longest[anki:play:q:0]	Ele organizou as penas da mais curta à mais comprida
until the feathers formed gentle half-moon shapes.[anki:play:q:0]	até que as penas formassem suaves/delicadas formas de meia-lua.
Then, Daedalus stuck the feathers together[anki:play:q:0]	Então, Dédalo prendeu as penas juntas
with string in the middle and wax at the base.[anki:play:q:0]	com barbante no meio e cera na base.
While Daedalus worked,[anki:play:q:0]	Enquanto Dédalo trabalhava,
Icarus played with the wax,[anki:play:q:0]	Ícaro brincava com a cera,
making it flat between his fingers,[anki:play:q:0]	achatando-a entre seus dedos,
and he chased feathers that floated on the wind.[anki:play:q:0]	e ele perseguia as penas que flutuavam ao vento.
Daedalus showed Icarus how he had made the feathers into two pair of wings.[anki:play:q:0]	Dédalo mostrou a Ícaro como ele havia transformado as penas em dois pares de asas.
He put the larger pair onto his arms,[anki:play:q:0]	Ele colocou o par maior em seus braços,
and began to quickly move them up and down[anki:play:q:0]	e começou rapidamente a movê-los para cima e para baixo
until his feet took off from the floor,[anki:play:q:0]	até que seus pés decolassem/saissem do chão,
and he seemed to stand in the sky.[anki:play:q:0]	e ele parecia estar parado no céu.
Icarus laughed and could not wait to try out the smaller pair of wings.[anki:play:q:0]	Ícaro riu e não podia esperar para experimentar o par de asas menor.
Over the next few days,[anki:play:q:0]	Ao longo dos dias seguintes,
father and son both exercised the wings[anki:play:q:0]	pai e filho ambos exercitaram suas asas
until little Icarus was almost as good at flying as his father.[anki:play:q:0]	até que o pequeno Ícaro estava quase tão bom em voar quanto seu pai.
Then one morning Daedalus said,[anki:play:q:0]	Então uma manhã Dédalo disse,
Now son, we are ready to leave this island for good.[anki:play:q:0]	Agora filho, nós estamos prontos para deixar esta ilha para sempre.
We shall fly home to Athens.[anki:play:q:0]	Nós vamos voar para casa em Atenas.
Flying is beautiful, but it can be very dangerous.[anki:play:q:0]	Voar é bonito, mas pode ser muito perigoso.
Listen to my instructions[anki:play:q:0]	Ouça minhas instruções
and be sure to obey them perfectly.[anki:play:q:0]	e certifique-se de obedecê-las perfeitamente.
At all times, follow me.[anki:play:q:0]	Em todos os momentos, siga-me,
Do not take a different flight path,[anki:play:q:0]	não tome uma rota de voo diferente,
or you will soon be lost.[anki:play:q:0]	ou você logo estará perdido.
Do not fly too low or your wings will get wet from the waves,[anki:play:q:0]	Não voe muito baixo ou suas asas ficarão molhadas com as ondas,
become too heavy, and drown you.[anki:play:q:0]	se tornarão pesadas demais, e te afogarão.
Nor should you fly too high,[anki:play:q:0]	Nem deve você voar muito alto,
or the sun will melt the wax, and your wings will fall apart.[anki:play:q:0]	ou o sol derreterá a cera, e suas asas se despedaçarão.
